Date,Product,Category,Region,Channel,Units,Price,Revenue,Returns,Rating
2025-03-21,Screen Protector,Accessories,Phuket,Marketplace,38,299,11362,1,3.4
2025-08-29,Keyboard Cover,Accessories,Khon Kaen,In-Store,44,1590,69960,3,3.6
2025-05-23,Power Bank,Electronics,Pattaya,Marketplace,25,890,22250,2,4.1
2025-02-17,Screen Protector,Accessories,Bangkok,In-Store,8,149,1192,0,3.7
2025-04-29,Bluetooth Earbuds,Electronics,Phuket,In-Store,29,1290,37410,2,3.8
2025-04-07,iPhone Case,Accessories,Pattaya,Marketplace,50,1590,79500,2,4.5
2025-03-31,Keyboard Cover,Accessories,Pattaya,Online,36,149,5364,2,4.9
2025-04-29,Mouse Pad,Accessories,Pattaya,In-Store,19,99,1881,1,3.8
2025-05-12,Wireless Charger,Electronics,Pattaya,In-Store,13,1590,20670,0,4.6
2025-05-07,Screen Protector,Accessories,Pattaya,Marketplace,1,1590,1590,0,3.2
2025-12-21,Mouse Pad,Accessories,Pattaya,Marketplace,15,99,1485,1,4.4
2025-03-19,Wireless Charger,Electronics,Khon Kaen,In-Store,1,299,299,0,3.1
2025-09-21,Wireless Charger,Electronics,Bangkok,In-Store,11,99,1089,0,4.6
2025-11-05,Laptop Bag,Bags,Khon Kaen,Marketplace,23,99,2277,2,4.7
2025-07-30,Mouse Pad,Accessories,Chiang Mai,In-Store,28,199,5572,2,5.0
2025-08-10,Screen Protector,Accessories,Pattaya,In-Store,33,890,29370,3,3.3
2025-03-06,Power Bank,Electronics,Bangkok,Online,2,199,398,0,4.8
2025-09-30,Screen Protector,Accessories,Khon Kaen,In-Store,5,99,495,0,4.9
2025-08-31,Screen Protector,Accessories,Bangkok,In-Store,22,149,3278,2,5.0
2025-01-12,Mouse Pad,Accessories,Chiang Mai,In-Store,6,1590,9540,0,4.1
2025-02-18,Power Bank,Electronics,Chiang Mai,Online,14,1290,18060,0,4.2
2025-04-12,Mouse Pad,Accessories,Chiang Mai,Online,40,99,3960,4,3.4
2025-11-29,Wireless Charger,Electronics,Chiang Mai,In-Store,29,149,4321,1,3.2
2025-01-01,USB-C Cable,Accessories,Pattaya,In-Store,50,349,17450,1,4.1
2025-11-23,Phone Stand,Accessories,Chiang Mai,Marketplace,3,199,597,0,3.5
2025-08-13,Screen Protector,Accessories,Chiang Mai,In-Store,31,149,4619,2,3.4
2025-03-12,iPhone Case,Accessories,Phuket,Online,18,349,6282,0,4.7
2025-06-19,iPhone Case,Accessories,Chiang Mai,Online,37,349,12913,1,3.1
2025-03-26,Screen Protector,Accessories,Khon Kaen,In-Store,28,299,8372,2,3.1
2025-09-01,Screen Protector,Accessories,Bangkok,Marketplace,48,99,4752,0,4.6
2025-05-13,Screen Protector,Accessories,Chiang Mai,Marketplace,23,890,20470,2,3.8
2025-01-24,Wireless Charger,Electronics,Chiang Mai,Online,47,349,16403,3,4.7
2025-04-19,Phone Stand,Accessories,Pattaya,Marketplace,43,349,15007,2,4.3
2025-08-17,USB-C Cable,Accessories,Bangkok,Online,2,199,398,1,3.3
2025-07-31,Laptop Bag,Bags,Chiang Mai,Marketplace,7,1590,11130,1,3.6
2025-04-20,Keyboard Cover,Accessories,Pattaya,In-Store,42,99,4158,0,4.7
2025-02-15,Wireless Charger,Electronics,Bangkok,Marketplace,44,890,39160,3,3.0
2025-12-08,Laptop Bag,Bags,Chiang Mai,Online,12,149,1788,0,4.5
2025-01-01,Keyboard Cover,Accessories,Pattaya,In-Store,31,349,10819,1,3.3
2025-03-15,USB-C Cable,Accessories,Bangkok,Online,29,149,4321,0,3.9
2025-12-10,Phone Stand,Accessories,Pattaya,Marketplace,10,890,8900,0,3.2
2025-06-27,Screen Protector,Accessories,Khon Kaen,Marketplace,19,99,1881,1,3.0
2025-02-23,Phone Stand,Accessories,Khon Kaen,In-Store,38,890,33820,0,3.5
2025-11-25,USB-C Cable,Accessories,Bangkok,Marketplace,34,890,30260,2,4.4
2025-03-09,Wireless Charger,Electronics,Bangkok,In-Store,40,1590,63600,1,4.4
2025-05-05,Phone Stand,Accessories,Khon Kaen,Online,26,349,9074,0,3.9
2025-07-09,iPhone Case,Accessories,Pattaya,Marketplace,48,1590,76320,3,3.6
2025-10-26,Power Bank,Electronics,Bangkok,Marketplace,13,599,7787,0,3.7
2025-09-21,Mouse Pad,Accessories,Phuket,Marketplace,3,1290,3870,1,3.6
2025-10-13,Bluetooth Earbuds,Electronics,Khon Kaen,Online,15,890,13350,0,3.5
2025-09-07,USB-C Cable,Accessories,Khon Kaen,Marketplace,20,349,6980,1,3.2
2025-09-16,Power Bank,Electronics,Bangkok,Online,13,99,1287,1,4.4
2025-08-12,Keyboard Cover,Accessories,Chiang Mai,In-Store,40,99,3960,0,4.1
2025-04-09,USB-C Cable,Accessories,Khon Kaen,Marketplace,27,349,9423,2,4.8
2025-08-25,Screen Protector,Accessories,Pattaya,In-Store,38,599,22762,3,4.0
2025-09-27,iPhone Case,Accessories,Khon Kaen,Online,41,349,14309,1,3.7
2025-12-02,iPhone Case,Accessories,Khon Kaen,Marketplace,11,299,3289,1,4.9
2025-05-30,Screen Protector,Accessories,Pattaya,Online,17,149,2533,0,3.4
2025-04-20,Mouse Pad,Accessories,Khon Kaen,In-Store,33,890,29370,1,3.2
2025-05-29,Wireless Charger,Electronics,Khon Kaen,Marketplace,41,99,4059,3,3.3
2025-07-06,Mouse Pad,Accessories,Bangkok,Online,13,599,7787,0,3.9
2025-07-07,Laptop Bag,Bags,Phuket,In-Store,1,149,149,0,5.0
2025-02-24,Laptop Bag,Bags,Phuket,Online,35,199,6965,2,3.4
2025-12-09,USB-C Cable,Accessories,Chiang Mai,In-Store,47,1290,60630,4,3.2
2025-11-29,Bluetooth Earbuds,Electronics,Khon Kaen,Marketplace,36,1590,57240,1,3.3
2025-12-12,Power Bank,Electronics,Bangkok,Online,49,199,9751,2,3.9
2025-06-29,Phone Stand,Accessories,Khon Kaen,Online,38,349,13262,3,3.3
2025-10-08,Laptop Bag,Bags,Khon Kaen,Marketplace,42,299,12558,3,3.3
2025-01-12,Phone Stand,Accessories,Chiang Mai,Marketplace,15,599,8985,0,3.3
2025-07-06,iPhone Case,Accessories,Chiang Mai,Marketplace,16,599,9584,1,4.8
2025-02-22,USB-C Cable,Accessories,Chiang Mai,In-Store,19,349,6631,1,4.6
2025-07-05,Phone Stand,Accessories,Pattaya,Online,34,199,6766,0,5.0
2025-12-24,Wireless Charger,Electronics,Phuket,Online,40,1290,51600,2,3.3
2025-11-14,USB-C Cable,Accessories,Phuket,Marketplace,18,149,2682,1,3.9
2025-12-21,Phone Stand,Accessories,Chiang Mai,Marketplace,18,199,3582,1,3.7
2025-08-01,USB-C Cable,Accessories,Chiang Mai,In-Store,6,890,5340,1,4.7
2025-11-24,iPhone Case,Accessories,Bangkok,Marketplace,32,1290,41280,2,4.6
2025-11-02,Wireless Charger,Electronics,Khon Kaen,Online,11,349,3839,1,3.3
2025-09-20,Phone Stand,Accessories,Phuket,Online,23,1290,29670,1,4.6
2025-03-23,Bluetooth Earbuds,Electronics,Chiang Mai,Online,38,299,11362,0,4.3
2025-03-19,Mouse Pad,Accessories,Chiang Mai,Marketplace,43,1590,68370,0,4.9
2025-08-24,Keyboard Cover,Accessories,Bangkok,Marketplace,35,599,20965,0,3.8
2025-06-14,Screen Protector,Accessories,Pattaya,Marketplace,37,299,11063,2,4.9
2025-03-17,Laptop Bag,Bags,Chiang Mai,Marketplace,49,199,9751,3,3.2
2025-11-02,iPhone Case,Accessories,Pattaya,Online,22,349,7678,0,3.6
2025-06-03,iPhone Case,Accessories,Bangkok,Marketplace,36,599,21564,1,4.6
2025-11-30,Phone Stand,Accessories,Khon Kaen,Online,47,599,28153,4,4.6
2025-04-14,Wireless Charger,Electronics,Khon Kaen,Marketplace,49,199,9751,0,4.5
2025-01-08,Screen Protector,Accessories,Pattaya,Online,34,1290,43860,3,4.4
2025-06-17,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,31,1590,49290,0,3.8
2025-11-28,USB-C Cable,Accessories,Phuket,Marketplace,33,199,6567,3,3.2
2025-03-15,Laptop Bag,Bags,Chiang Mai,In-Store,24,199,4776,1,4.8
2025-03-31,Bluetooth Earbuds,Electronics,Bangkok,Online,14,299,4186,1,3.1
2025-05-10,Laptop Bag,Bags,Phuket,Online,28,349,9772,1,4.3
2025-06-07,Bluetooth Earbuds,Electronics,Bangkok,In-Store,33,599,19767,1,4.1
2025-11-18,USB-C Cable,Accessories,Chiang Mai,Online,4,349,1396,0,4.6
2025-01-16,USB-C Cable,Accessories,Pattaya,Online,39,299,11661,3,4.5
2025-08-21,Laptop Bag,Bags,Phuket,In-Store,45,149,6705,4,4.6
2025-09-29,Bluetooth Earbuds,Electronics,Chiang Mai,Marketplace,21,890,18690,0,4.5
2025-03-22,Bluetooth Earbuds,Electronics,Bangkok,Online,14,1290,18060,0,3.3
2025-09-14,Wireless Charger,Electronics,Phuket,In-Store,43,299,12857,4,3.7
2025-06-01,iPhone Case,Accessories,Bangkok,Marketplace,16,299,4784,1,4.9
2025-02-16,iPhone Case,Accessories,Khon Kaen,In-Store,48,199,9552,4,4.4
2025-01-24,USB-C Cable,Accessories,Phuket,In-Store,47,1590,74730,4,4.5
2025-04-17,Power Bank,Electronics,Bangkok,Marketplace,33,890,29370,3,3.1
2025-12-31,Phone Stand,Accessories,Khon Kaen,Online,18,349,6282,1,3.9
2025-11-23,Power Bank,Electronics,Phuket,In-Store,3,99,297,1,4.4
2025-02-09,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,8,299,2392,0,3.5
2025-11-28,Wireless Charger,Electronics,Bangkok,In-Store,27,99,2673,2,3.8
2025-11-18,Wireless Charger,Electronics,Pattaya,In-Store,18,299,5382,1,4.8
2025-12-22,Wireless Charger,Electronics,Khon Kaen,In-Store,16,149,2384,0,3.7
2025-12-04,USB-C Cable,Accessories,Khon Kaen,In-Store,4,1290,5160,1,4.4
2025-01-20,Phone Stand,Accessories,Bangkok,Marketplace,19,99,1881,0,3.3
2025-04-16,iPhone Case,Accessories,Pattaya,In-Store,5,1290,6450,0,3.1
2025-04-05,Wireless Charger,Electronics,Bangkok,Online,42,1590,66780,4,3.5
2025-09-13,Bluetooth Earbuds,Electronics,Chiang Mai,Online,5,349,1745,1,4.3
2025-04-18,Laptop Bag,Bags,Khon Kaen,In-Store,19,599,11381,1,4.8
2025-06-07,USB-C Cable,Accessories,Chiang Mai,Marketplace,26,349,9074,0,4.2
2025-04-20,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,6,349,2094,0,4.2
2025-12-31,Power Bank,Electronics,Khon Kaen,Marketplace,41,99,4059,4,3.9
2025-11-18,Laptop Bag,Bags,Bangkok,In-Store,1,1290,1290,0,3.4
2025-02-25,Power Bank,Electronics,Bangkok,In-Store,37,349,12913,3,4.5
2025-11-28,USB-C Cable,Accessories,Pattaya,In-Store,29,349,10121,0,4.9
2025-04-05,Laptop Bag,Bags,Phuket,Online,38,599,22762,3,3.5
2025-08-07,Bluetooth Earbuds,Electronics,Khon Kaen,Online,10,1590,15900,0,3.6
2025-08-05,Screen Protector,Accessories,Pattaya,In-Store,17,199,3383,0,3.4
2025-11-01,Keyboard Cover,Accessories,Chiang Mai,Online,27,890,24030,0,3.5
2025-12-09,iPhone Case,Accessories,Bangkok,In-Store,16,299,4784,0,4.6
2025-04-20,iPhone Case,Accessories,Pattaya,In-Store,9,890,8010,0,4.6
2025-12-26,Mouse Pad,Accessories,Bangkok,Online,18,199,3582,0,4.8
2025-03-05,Wireless Charger,Electronics,Phuket,Marketplace,36,599,21564,0,4.4
2025-11-16,Power Bank,Electronics,Chiang Mai,In-Store,29,99,2871,0,4.3
2025-12-02,Power Bank,Electronics,Chiang Mai,Marketplace,22,1290,28380,1,3.4
2025-11-27,Wireless Charger,Electronics,Phuket,Marketplace,28,199,5572,1,4.2
2025-11-22,Keyboard Cover,Accessories,Bangkok,Online,49,890,43610,0,3.7
2025-06-07,Bluetooth Earbuds,Electronics,Khon Kaen,In-Store,29,99,2871,2,3.8
2025-07-09,Screen Protector,Accessories,Phuket,Marketplace,23,349,8027,2,4.5
2025-04-03,Laptop Bag,Bags,Phuket,In-Store,17,349,5933,1,3.1
2025-10-14,Screen Protector,Accessories,Phuket,In-Store,50,199,9950,4,3.7
2025-10-19,Keyboard Cover,Accessories,Pattaya,In-Store,16,99,1584,1,3.1
2025-12-07,Laptop Bag,Bags,Chiang Mai,Online,22,1590,34980,1,4.2
2025-08-27,Phone Stand,Accessories,Bangkok,In-Store,3,349,1047,1,3.8
2025-01-08,Screen Protector,Accessories,Chiang Mai,Online,13,99,1287,0,3.9
2025-01-04,Power Bank,Electronics,Khon Kaen,Marketplace,50,890,44500,2,3.1
2025-01-11,Keyboard Cover,Accessories,Khon Kaen,In-Store,4,890,3560,0,3.5
2025-02-16,USB-C Cable,Accessories,Pattaya,Online,30,1590,47700,2,4.2
2025-12-18,Wireless Charger,Electronics,Phuket,In-Store,49,199,9751,4,4.0
2025-02-16,Phone Stand,Accessories,Bangkok,Online,23,149,3427,1,4.6
2025-04-30,Laptop Bag,Bags,Phuket,Online,31,599,18569,2,3.4
2025-09-18,iPhone Case,Accessories,Bangkok,Marketplace,9,299,2691,1,4.8
2025-03-01,Power Bank,Electronics,Phuket,Online,46,99,4554,4,3.6
2025-11-14,Mouse Pad,Accessories,Bangkok,In-Store,34,149,5066,1,4.5
2025-07-01,Power Bank,Electronics,Phuket,Online,12,1290,15480,1,3.4
2025-12-02,Laptop Bag,Bags,Bangkok,Online,26,1590,41340,0,3.3
2025-04-03,Mouse Pad,Accessories,Pattaya,Marketplace,31,1590,49290,0,3.9
2025-05-16,Phone Stand,Accessories,Phuket,In-Store,41,1290,52890,4,4.5
2025-06-19,Wireless Charger,Electronics,Phuket,In-Store,47,99,4653,4,3.6
2025-07-23,USB-C Cable,Accessories,Bangkok,Marketplace,49,199,9751,2,4.4
2025-11-24,Laptop Bag,Bags,Phuket,In-Store,3,890,2670,0,4.1
2025-11-22,iPhone Case,Accessories,Chiang Mai,In-Store,31,349,10819,3,4.0
2025-06-24,iPhone Case,Accessories,Khon Kaen,In-Store,21,99,2079,1,3.8
2025-05-09,Mouse Pad,Accessories,Pattaya,In-Store,7,599,4193,1,3.5
2025-11-29,Phone Stand,Accessories,Chiang Mai,In-Store,48,149,7152,2,3.2
2025-07-22,Keyboard Cover,Accessories,Chiang Mai,Online,38,1290,49020,0,3.6
2025-10-04,Mouse Pad,Accessories,Khon Kaen,Marketplace,22,1290,28380,2,4.3
2025-12-09,Power Bank,Electronics,Chiang Mai,In-Store,44,1590,69960,0,3.2
2025-09-24,Phone Stand,Accessories,Bangkok,In-Store,41,1290,52890,1,4.0
2025-07-30,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,28,890,24920,1,4.6
2025-08-08,Bluetooth Earbuds,Electronics,Khon Kaen,In-Store,5,99,495,1,4.5
2025-01-01,Bluetooth Earbuds,Electronics,Chiang Mai,Marketplace,13,599,7787,1,4.2
2025-04-19,USB-C Cable,Accessories,Khon Kaen,Marketplace,17,299,5083,0,4.7
2025-01-08,Mouse Pad,Accessories,Bangkok,Online,39,149,5811,0,4.1
2025-07-10,Mouse Pad,Accessories,Pattaya,In-Store,20,299,5980,1,3.7
2025-09-02,Mouse Pad,Accessories,Bangkok,Online,1,149,149,1,4.2
2025-06-04,Phone Stand,Accessories,Phuket,In-Store,19,299,5681,0,4.4
2025-08-23,USB-C Cable,Accessories,Phuket,In-Store,7,199,1393,1,4.7
2025-07-22,Phone Stand,Accessories,Chiang Mai,Marketplace,20,199,3980,1,4.1
2025-07-07,Power Bank,Electronics,Chiang Mai,Online,20,149,2980,1,4.1
2025-04-22,USB-C Cable,Accessories,Phuket,Online,37,349,12913,3,3.9
2025-10-04,Power Bank,Electronics,Phuket,Online,40,349,13960,3,4.6
2025-06-04,Wireless Charger,Electronics,Pattaya,In-Store,20,199,3980,1,3.9
2025-06-27,Power Bank,Electronics,Khon Kaen,Online,32,99,3168,2,3.0
2025-01-21,Phone Stand,Accessories,Phuket,Online,1,299,299,0,4.6
2025-01-08,USB-C Cable,Accessories,Chiang Mai,In-Store,41,99,4059,2,3.9
2025-11-03,Keyboard Cover,Accessories,Khon Kaen,In-Store,12,349,4188,1,4.3
2025-09-18,Mouse Pad,Accessories,Phuket,In-Store,24,299,7176,0,3.7
2025-02-01,Screen Protector,Accessories,Bangkok,In-Store,35,890,31150,0,4.8
2025-10-29,USB-C Cable,Accessories,Bangkok,Marketplace,17,1290,21930,1,3.4
2025-05-28,Keyboard Cover,Accessories,Khon Kaen,Marketplace,35,149,5215,2,3.4
2025-08-29,Screen Protector,Accessories,Chiang Mai,Online,22,349,7678,1,3.4
2025-06-01,Keyboard Cover,Accessories,Pattaya,Online,20,599,11980,1,4.7
2025-11-10,Keyboard Cover,Accessories,Chiang Mai,In-Store,25,1590,39750,1,3.9
2025-12-16,Power Bank,Electronics,Bangkok,Marketplace,12,299,3588,1,4.1
2025-11-05,Keyboard Cover,Accessories,Pattaya,In-Store,35,1590,55650,1,3.4
2025-09-04,iPhone Case,Accessories,Khon Kaen,In-Store,15,1290,19350,1,4.5
2025-09-18,Keyboard Cover,Accessories,Chiang Mai,Online,36,1590,57240,0,4.5
2025-09-27,Screen Protector,Accessories,Bangkok,Marketplace,1,1590,1590,1,3.6
2025-05-01,Screen Protector,Accessories,Pattaya,In-Store,27,299,8073,0,3.1
2025-09-15,Mouse Pad,Accessories,Pattaya,In-Store,1,349,349,1,4.9
2025-12-30,Screen Protector,Accessories,Chiang Mai,In-Store,31,1290,39990,1,4.6
2025-02-03,Power Bank,Electronics,Pattaya,In-Store,21,299,6279,2,3.1
2025-04-04,USB-C Cable,Accessories,Khon Kaen,Marketplace,5,599,2995,0,4.5
2025-01-05,Screen Protector,Accessories,Chiang Mai,In-Store,28,149,4172,0,3.4
2025-02-19,Phone Stand,Accessories,Pattaya,Online,6,149,894,1,4.9
2025-04-16,Mouse Pad,Accessories,Pattaya,Marketplace,12,299,3588,1,3.3
2025-04-15,Mouse Pad,Accessories,Chiang Mai,Marketplace,48,349,16752,0,3.1
2025-07-24,Laptop Bag,Bags,Chiang Mai,Online,37,99,3663,2,4.2
2025-10-20,USB-C Cable,Accessories,Chiang Mai,Marketplace,34,199,6766,2,4.4
2025-08-09,Screen Protector,Accessories,Pattaya,Online,16,1290,20640,1,4.0
2025-04-07,Laptop Bag,Bags,Pattaya,Marketplace,3,199,597,0,3.6
2025-03-19,Wireless Charger,Electronics,Pattaya,In-Store,9,1590,14310,1,3.5
2025-03-05,Wireless Charger,Electronics,Pattaya,In-Store,37,299,11063,0,3.6
2025-01-15,Wireless Charger,Electronics,Phuket,Marketplace,8,149,1192,0,3.5
2025-09-18,Laptop Bag,Bags,Phuket,Online,49,349,17101,3,4.3
2025-12-30,iPhone Case,Accessories,Phuket,Marketplace,43,149,6407,1,3.4
2025-04-26,Mouse Pad,Accessories,Khon Kaen,Online,18,349,6282,0,4.2
2025-11-25,Bluetooth Earbuds,Electronics,Pattaya,Online,41,1290,52890,0,3.2
2025-07-24,Bluetooth Earbuds,Electronics,Bangkok,Marketplace,49,199,9751,1,3.6
2025-09-22,iPhone Case,Accessories,Phuket,Online,22,199,4378,2,3.9
2025-12-02,Screen Protector,Accessories,Pattaya,Marketplace,32,299,9568,0,4.8
2025-09-19,iPhone Case,Accessories,Chiang Mai,In-Store,48,1590,76320,3,4.1
2025-08-02,Wireless Charger,Electronics,Pattaya,Online,39,299,11661,3,4.8
2025-12-05,Power Bank,Electronics,Phuket,In-Store,30,199,5970,3,4.7
2025-02-15,Bluetooth Earbuds,Electronics,Chiang Mai,Marketplace,8,199,1592,0,3.5
2025-01-19,Laptop Bag,Bags,Bangkok,In-Store,23,1290,29670,1,3.1
2025-07-11,USB-C Cable,Accessories,Phuket,Marketplace,36,349,12564,1,3.3
2025-12-02,Screen Protector,Accessories,Chiang Mai,In-Store,23,599,13777,1,3.7
2025-10-29,Keyboard Cover,Accessories,Pattaya,Online,27,199,5373,1,4.4
2025-03-02,iPhone Case,Accessories,Pattaya,Marketplace,9,199,1791,1,3.8
2025-10-21,Screen Protector,Accessories,Pattaya,In-Store,16,149,2384,1,4.5
2025-06-07,iPhone Case,Accessories,Bangkok,Marketplace,20,599,11980,2,4.1
2025-05-31,Wireless Charger,Electronics,Pattaya,In-Store,6,599,3594,1,3.3
2025-12-04,Wireless Charger,Electronics,Pattaya,Marketplace,32,890,28480,3,3.1
2025-07-01,Phone Stand,Accessories,Phuket,In-Store,45,99,4455,3,3.9
2025-12-23,Bluetooth Earbuds,Electronics,Phuket,In-Store,41,149,6109,3,4.9
2025-07-30,Wireless Charger,Electronics,Chiang Mai,In-Store,30,1590,47700,2,4.3
2025-02-13,Keyboard Cover,Accessories,Chiang Mai,Marketplace,44,1590,69960,2,4.6
2025-03-26,Mouse Pad,Accessories,Chiang Mai,Online,40,1590,63600,3,4.7
2025-04-14,Phone Stand,Accessories,Phuket,Online,50,299,14950,4,3.8
2025-07-31,Bluetooth Earbuds,Electronics,Phuket,Marketplace,48,1590,76320,3,4.9
2025-11-24,Wireless Charger,Electronics,Khon Kaen,In-Store,6,599,3594,1,3.6
2025-04-18,Wireless Charger,Electronics,Pattaya,In-Store,10,1590,15900,0,4.0
2025-05-27,Power Bank,Electronics,Khon Kaen,In-Store,29,1290,37410,2,3.8
2025-07-13,Wireless Charger,Electronics,Phuket,Marketplace,3,349,1047,1,4.3
2025-09-26,Power Bank,Electronics,Pattaya,In-Store,5,199,995,0,5.0
2025-10-12,Laptop Bag,Bags,Chiang Mai,Marketplace,35,299,10465,2,3.5
2025-06-02,Power Bank,Electronics,Khon Kaen,Online,2,890,1780,1,4.3
2025-12-13,Keyboard Cover,Accessories,Pattaya,Online,3,99,297,1,4.6
2025-07-11,Laptop Bag,Bags,Chiang Mai,Marketplace,8,299,2392,1,3.0
2025-01-18,Bluetooth Earbuds,Electronics,Bangkok,In-Store,6,199,1194,0,4.3
2025-08-30,Screen Protector,Accessories,Chiang Mai,In-Store,29,1290,37410,2,3.8
2025-12-05,Keyboard Cover,Accessories,Khon Kaen,In-Store,37,299,11063,1,3.3
2025-03-19,Keyboard Cover,Accessories,Chiang Mai,In-Store,23,199,4577,1,4.3
2025-10-12,Mouse Pad,Accessories,Phuket,Marketplace,35,1590,55650,1,5.0
2025-08-07,Power Bank,Electronics,Chiang Mai,Online,37,599,22163,1,4.1
2025-03-28,Mouse Pad,Accessories,Khon Kaen,Online,6,99,594,1,4.0
2025-06-15,Mouse Pad,Accessories,Bangkok,Online,26,1290,33540,2,3.3
2025-07-28,USB-C Cable,Accessories,Pattaya,In-Store,9,1590,14310,0,3.6
2025-09-28,Phone Stand,Accessories,Pattaya,Online,46,599,27554,2,3.7
2025-12-13,iPhone Case,Accessories,Pattaya,Marketplace,42,599,25158,2,3.3
2025-07-07,Mouse Pad,Accessories,Bangkok,Online,46,890,40940,0,5.0
2025-04-08,Bluetooth Earbuds,Electronics,Khon Kaen,Online,28,99,2772,0,3.9
2025-10-25,Wireless Charger,Electronics,Pattaya,Marketplace,44,299,13156,4,3.3
2025-08-27,iPhone Case,Accessories,Khon Kaen,Marketplace,1,890,890,0,4.7
2025-09-27,iPhone Case,Accessories,Khon Kaen,Online,20,99,1980,1,5.0
2025-04-17,USB-C Cable,Accessories,Khon Kaen,Marketplace,44,1290,56760,1,4.4
2025-06-10,USB-C Cable,Accessories,Phuket,Marketplace,37,1290,47730,2,3.3
2025-08-19,Screen Protector,Accessories,Phuket,Online,35,1590,55650,3,3.7
2025-01-03,Keyboard Cover,Accessories,Khon Kaen,In-Store,29,890,25810,2,3.2
2025-12-03,USB-C Cable,Accessories,Pattaya,Marketplace,38,599,22762,3,4.1
2025-05-13,Bluetooth Earbuds,Electronics,Chiang Mai,Marketplace,47,890,41830,2,4.1
2025-09-06,Wireless Charger,Electronics,Phuket,In-Store,13,99,1287,0,3.4
2025-04-11,Keyboard Cover,Accessories,Chiang Mai,Marketplace,2,1290,2580,0,4.4
2025-07-07,Power Bank,Electronics,Khon Kaen,Online,50,299,14950,2,4.2
2025-10-23,Bluetooth Earbuds,Electronics,Khon Kaen,Online,25,349,8725,1,4.0
2025-01-28,Wireless Charger,Electronics,Chiang Mai,In-Store,17,890,15130,1,4.3
2025-03-16,Mouse Pad,Accessories,Pattaya,In-Store,46,1590,73140,0,3.0
2025-09-12,Mouse Pad,Accessories,Phuket,Online,34,149,5066,1,3.1
2025-05-12,Bluetooth Earbuds,Electronics,Phuket,In-Store,4,99,396,0,4.9
2025-05-10,USB-C Cable,Accessories,Bangkok,In-Store,36,149,5364,0,4.6
2025-07-27,Power Bank,Electronics,Pattaya,In-Store,42,599,25158,0,3.1
2025-10-01,Bluetooth Earbuds,Electronics,Chiang Mai,Online,42,599,25158,4,4.0
2025-11-30,Mouse Pad,Accessories,Phuket,In-Store,45,890,40050,1,3.1
2025-04-14,Laptop Bag,Bags,Bangkok,Online,29,199,5771,2,3.4
2025-10-03,Keyboard Cover,Accessories,Pattaya,Online,3,349,1047,1,3.1
2025-04-26,Power Bank,Electronics,Khon Kaen,In-Store,13,99,1287,0,4.7
2025-04-15,Phone Stand,Accessories,Chiang Mai,Online,9,299,2691,1,4.7
2025-05-10,Screen Protector,Accessories,Phuket,Online,47,1290,60630,4,4.1
2025-01-06,Phone Stand,Accessories,Khon Kaen,Marketplace,13,1590,20670,1,3.5
2025-09-30,Keyboard Cover,Accessories,Pattaya,Marketplace,42,1590,66780,3,4.9
2025-12-28,iPhone Case,Accessories,Pattaya,Online,24,890,21360,0,3.8
2025-03-17,Screen Protector,Accessories,Phuket,Marketplace,37,890,32930,2,4.7
2025-05-06,USB-C Cable,Accessories,Bangkok,Online,40,349,13960,2,3.5
2025-09-24,Power Bank,Electronics,Bangkok,Online,33,149,4917,1,4.2
2025-06-26,Phone Stand,Accessories,Bangkok,Online,40,890,35600,2,4.3
2025-08-06,USB-C Cable,Accessories,Pattaya,Marketplace,47,1290,60630,0,3.3
2025-08-24,Screen Protector,Accessories,Bangkok,Marketplace,26,890,23140,2,4.7
2025-05-10,Wireless Charger,Electronics,Khon Kaen,In-Store,49,599,29351,4,4.9
2025-06-11,Wireless Charger,Electronics,Pattaya,Marketplace,43,1590,68370,3,3.8
2025-04-10,Wireless Charger,Electronics,Bangkok,In-Store,12,299,3588,1,5.0
2025-09-08,Wireless Charger,Electronics,Phuket,In-Store,29,599,17371,1,4.9
2025-12-06,USB-C Cable,Accessories,Khon Kaen,In-Store,40,599,23960,2,3.5
2025-02-01,Screen Protector,Accessories,Phuket,Online,30,890,26700,2,4.8
2025-04-17,Phone Stand,Accessories,Khon Kaen,Online,36,599,21564,2,3.4
2025-12-18,Laptop Bag,Bags,Khon Kaen,Marketplace,17,1290,21930,0,3.7
2025-09-02,USB-C Cable,Accessories,Bangkok,In-Store,46,99,4554,2,3.3
2025-07-06,USB-C Cable,Accessories,Phuket,Online,20,1290,25800,2,4.7
2025-07-04,Mouse Pad,Accessories,Phuket,Marketplace,35,149,5215,3,3.1
2025-01-31,Wireless Charger,Electronics,Bangkok,In-Store,29,99,2871,0,3.3
2025-05-20,Bluetooth Earbuds,Electronics,Chiang Mai,Online,34,599,20366,0,4.7
2025-02-06,Screen Protector,Accessories,Chiang Mai,In-Store,33,890,29370,3,3.8
2025-05-17,Screen Protector,Accessories,Chiang Mai,In-Store,21,349,7329,0,4.9
2025-08-22,Bluetooth Earbuds,Electronics,Pattaya,Marketplace,6,299,1794,1,4.7
2025-10-10,Wireless Charger,Electronics,Chiang Mai,Marketplace,29,349,10121,0,3.7
